dataset,learning_rate,epochs,batch_size,activation,nodes_per_layer,num_layers,optimizer,target_indices,target_vals,mod_indices,new_vals,threshold,strategy,loss,epsilon,lrdecay,method,fixed_seed,chtc_num,min_acc_test,avg_acc_test,max_acc_test,stdev_acc_test,min_acc_train,avg_acc_train,max_acc_train,stdev_acc_train,top1,top1_25,top1_75,top2,top2_25,top2_75,top3,top3_25,top3_75,top4,top4_25,top4_75,top5,top5_25,top5_75,gradnorm,gradnorm_25,gradnorm_75
whobin,0.2,10,128,relu,75,5,sgd,0,0,0,0,0.2,random,None,0.2,0.8,adversarial,1,10481414,0.7595628415300546,0.7912978142076503,0.8346994535519126,0.014018357269299633,0.7959927140255009,0.828497267759563,0.8775045537340619,0.015107252789013793,0.9602020202020202,0.6603030303030304,1.0,0.6921212121212121,0.6312878787878787,0.7753535353535355,0.6927609427609275,0.6082659932659865,0.778265993265963,0.688510101010101,0.6116792929292929,0.8276262626262627,0.697797979797989,0.6278080808080724,0.8618181818181994,0.023688079753137612,0.010031002621538896,0.057575530058256864
whobin,0.001,10,128,relu,25,5,adam,0,0,0,0,0.4,random,None,0.0,0.8,standard,1,10481409,0.8128415300546448,0.8386202185792349,0.8756830601092896,0.008936671481386894,0.8497267759562842,0.8646129326047363,0.8897996357012751,0.0059134387963586795,1.0,0.9554545454545454,1.0,0.9325252525252525,0.7148737373737374,1.0,0.7935016835016488,0.7272558922558686,0.8522727272727093,0.7707575757575758,0.7219823232323233,0.8009343434343434,0.7723636363636638,0.7375757575757742,0.8054646464646781,0.15624907795965792,0.13007221856969262,0.21985225814398662
whobin,0.1,10,128,relu,50,5,sgd,0,0,0,0,0.1,random,None,0.0,0.8,standard,1,10481411,0.8319672131147541,0.8353825136612012,0.860655737704918,0.0027288229993767997,0.8242258652094717,0.8319171220400725,0.8624772313296903,0.004348229487715409,0.98,0.9224242424242424,1.0,0.98,0.8538636363636364,0.99,0.966902356902356,0.8589057239057073,0.9866666666666667,0.9617424242424242,0.8713131313131313,0.985,0.9484040404040543,0.892737373737408,0.984,0.001731442664047238,0.0011179819854494366,0.0024813519418252707
whobin,0.001,10,128,soft,75,5,adam,0,0,0,0,0.3,random,None,0.0,0.8,softplus,1,10481418,0.8579234972677595,0.868060109289617,0.8879781420765027,0.0052277263696190665,0.8633879781420765,0.8802276867030965,0.906648451730419,0.006224466424479154,0.98,0.6692929292929293,1.0,0.6743939393939393,0.5388888888888889,0.7331565656565656,0.7205050505050279,0.554158249158248,0.7781313131312848,0.7762373737373738,0.5875,0.8136363636363637,0.8207474747475154,0.6072222222222223,0.8499898989899508,0.07590937791009132,0.029031806885404327,0.10312039907501305
whobin,0.001,10,128,relu,25,5,adam,0,0,0,0,0.1,random,None,0.0,0.8,standard,0,10481453,0.8346994535519126,0.868333333333333,0.8934426229508197,0.010018012086040393,0.8975409836065574,0.9089025500910747,0.918943533697632,0.004591543851765361,0.7287878787878788,0.5854040404040404,0.8147474747474748,0.6027272727272728,0.5391919191919192,0.6617676767676768,0.5973400673400614,0.5407912457912452,0.6524579124578977,0.5816161616161616,0.5429419191919193,0.609381313131313,0.5645858585858525,0.548555555555546,0.6012323232323125,0.5750490931745245,0.5123066735700675,0.7980628312532198
whobin,0.001,10,128,relu,75,5,adam,0,0,0,0,0.0,random,None,0.2,0.8,adversarial,1,10481412,0.860655737704918,0.8609016393442614,0.8852459016393442,0.002446690419114643,0.8246812386156649,0.8248132969034623,0.8378870673952641,0.0013139633732282248,1.0,0.98,1.0,0.99,0.99,1.0,0.9933333333333333,0.9866666666666667,0.9933333333333333,0.99,0.99,0.995,0.9919999999999999,0.9880000000000001,0.9919999999999999,0.0023496538129518284,0.001959717749901279,0.003593198179619894
whobin,0.1,10,128,relu,75,5,sgd,0,0,0,0,0.0,random,None,0.2,0.8,adversarial,1,10481413,0.8210382513661202,0.8212431693989061,0.8415300546448088,0.0020389086825955403,0.7586520947176685,0.7594262295081974,0.8360655737704918,0.007702543912027573,1.0,0.98,1.0,0.99,0.9875,1.0,0.9933333333333333,0.9866666666666667,0.9933333333333333,0.99,0.99,0.995,0.9919999999999999,0.9880000000000001,0.9919999999999999,0.0005983678933436935,0.00035564187899634887,0.0009116708965120125
whobin,0.3,10,128,soft,100,5,sgd,0,0,0,0,0.5,random,None,0.0,0.8,softplus,1,10481422,0.7991803278688525,0.8493579234972678,0.8756830601092896,0.017080169005338264,0.8119307832422586,0.8360610200364295,0.8934426229508197,0.00871596952100145,1.0,0.7424242424242424,1.0,0.8922222222222222,0.7781565656565657,0.9802020202020202,0.9292929292929261,0.8219865319864998,0.9933333333333333,0.8383585858585858,0.8087373737373738,0.8623863636363637,0.8271111111111538,0.8033131313131675,0.8503535353535816,0.01285295223834938,0.006465138301319855,0.014664686276892765
whobin,0.001,10,128,soft,75,5,adam,0,0,0,0,0.1,random,None,0.0,0.8,softplus,0,10481461,0.8674863387978142,0.8784016393442622,0.8961748633879781,0.005087747902107486,0.8966302367941712,0.907905282331512,0.9180327868852459,0.005213625791027998,1.0,0.98,1.0,0.7556565656565657,0.7338888888888888,0.7883585858585859,0.9168013468013364,0.8755555555555358,0.9418181818181739,0.7928535353535353,0.7737626262626263,0.8067424242424243,0.7463434343434485,0.7174848484848488,0.7650202020202244,0.8784235338628894,0.7900034804587428,1.0008104305436984
whobin,0.3,10,128,relu,25,5,sgd,0,0,0,0,0.2,random,None,0.0,0.8,standard,0,10481450,0.7076502732240437,0.8521311475409838,0.9002732240437158,0.028653452410405705,0.8406193078324226,0.8757194899817853,0.912568306010929,0.011244437327480775,0.8486868686868687,0.7936868686868687,0.9022222222222223,0.668989898989899,0.6143434343434344,0.7392171717171717,0.6217845117845013,0.5594612794612787,0.6603198653198527,0.5971212121212122,0.5219570707070706,0.6459217171717172,0.5944040404040336,0.5119393939393925,0.6414242424242402,0.2564753865124533,0.17801021673120476,0.3399705218256576
whobin,0.001,10,128,soft,100,5,adam,0,0,0,0,0.01,random,None,0.0,0.8,softplus,0,10481461,0.8661202185792349,0.8778005464480872,0.8907103825136612,0.004819810754731731,0.8943533697632058,0.9144353369763206,0.9239526411657559,0.00512188817151237,0.98,0.98,1.0,0.7686363636363636,0.7437373737373737,0.8287121212121212,0.948619528619528,0.9290909090909071,0.973400673400676,0.7905050505050505,0.7696338383838384,0.8046969696969697,0.7355555555555674,0.6952323232323137,0.7614747474747724,0.9572725546089603,0.707231961672748,1.0455450099808028
whobin,0.001,10,128,relu,100,5,adam,0,0,0,0,0.1,random,None,0.2,0.8,adversarial,1,10481412,0.837431693989071,0.8525683060109291,0.8934426229508197,0.0068351897155710575,0.7882513661202186,0.8202550091074682,0.8397085610200364,0.00946806183666698,0.814949494949495,0.553939393939394,1.0,0.7673737373737374,0.6647222222222222,0.9605050505050505,0.7898989898989569,0.6895959595959377,0.864410774410759,0.7984343434343434,0.6908964646464646,0.8932954545454546,0.8095151515151873,0.6942727272727349,0.9091212121212517,0.09337331769607127,0.06510202368916687,0.1225811614387059
whobin,0.2,10,128,relu,50,5,sgd,0,0,0,0,0.05,random,None,0.0,0.8,standard,0,10481451,0.7909836065573771,0.8572814207650272,0.8879781420765027,0.019116366778599403,0.8483606557377049,0.8869763205828779,0.907103825136612,0.012107110643266934,0.8283838383838384,0.7043434343434343,0.8832323232323233,0.7441919191919192,0.5920707070707071,0.8068939393939394,0.6028282828282701,0.535622895622892,0.632491582491562,0.5493686868686869,0.505189393939394,0.5740782828282828,0.5357777777777726,0.4968383838383823,0.5586868686868649,0.14619414108222537,0.13238682165282017,0.22446526659876226
whobin,0.001,10,128,relu,50,5,adam,0,0,0,0,0.01,random,None,0.0,0.8,standard,1,10481409,0.8674863387978142,0.8705874316939888,0.8907103825136612,0.0024196530646249255,0.9198542805100182,0.922563752276867,0.9266848816029144,0.0013651711943462063,1.0,0.98,1.0,0.98,0.8737626262626262,0.99,0.9672727272727264,0.876363636363626,0.9866666666666667,0.9490909090909091,0.8771212121212121,0.985,0.9498383838384088,0.8916969696970134,0.984161616161618,0.02845068331993735,0.012035791249705484,0.061386921224121926
whobin,0.2,10,128,relu,50,5,sgd,0,0,0,0,0.01,random,None,0.2,0.8,adversarial,1,10481414,0.8387978142076503,0.8538114754098359,0.8743169398907104,0.0072068377017862765,0.8091985428051002,0.8194034608378871,0.8656648451730419,0.006815433980649413,1.0,0.9224242424242424,1.0,0.9701010101010101,0.8153787878787879,0.99,0.9062962962962926,0.8228787878787617,0.9736026936026928,0.897550505050505,0.8412247474747474,0.9568686868686869,0.8974747474747873,0.8564646464646899,0.9610202020202098,0.009329309774544853,0.007043098350410204,0.017412408906606364
whobin,0.001,10,128,relu,100,5,adam,0,0,0,0,0.05,random,None,0.2,0.8,adversarial,0,10481449,0.8401639344262295,0.8619262295081965,0.8866120218579235,0.009598401876469903,0.7937158469945356,0.8324043715846993,0.8638433515482696,0.01335384668239519,0.743030303030303,0.5462121212121211,0.9224242424242424,0.5915151515151515,0.5446969696969697,0.6534848484848484,0.5559259259259206,0.4856228956228996,0.6531481481481353,0.5486868686868687,0.478510101010101,0.6701515151515152,0.548989898989896,0.48258585858586145,0.6642828282828385,0.411842842806109,0.32554947942911994,0.661401080464149
whobin,0.001,10,128,relu,50,5,adam,0,0,0,0,0.3,random,None,0.0,0.8,standard,0,10481453,0.8210382513661202,0.8601912568306008,0.9057377049180327,0.01730310848891088,0.8697632058287796,0.8854462659380686,0.9266848816029144,0.007297440886245206,0.7247474747474747,0.5833838383838383,0.8278787878787879,0.5300505050505051,0.49388888888888893,0.5763888888888888,0.5213804713804697,0.49387205387205413,0.5579966329966286,0.5338131313131314,0.5097853535353536,0.5588383838383838,0.5441616161616124,0.523292929292928,0.5755757575757491,0.49703580353446153,0.41450271826619467,0.6047708405222729
whobin,0.2,10,128,relu,75,5,sgd,0,0,0,0,0.4,random,None,0.2,0.8,adversarial,1,10481414,0.7595628415300546,0.7901639344262291,0.8469945355191257,0.018743249055893443,0.7581967213114754,0.8086247723132969,0.8515482695810564,0.020413798100208318,0.98,0.7205050505050505,1.0,0.6912626262626262,0.6267929292929293,0.7811363636363636,0.7101346801346595,0.6103198653198555,0.7881818181817869,0.7170959595959596,0.6198863636363636,0.8472853535353535,0.7250101010101156,0.6411212121212093,0.8720202020202432,0.022483157242174978,0.013958591751361465,0.06589717219517245
whobin,0.3,10,128,soft,75,5,sgd,0,0,0,0,0.2,random,None,0.0,0.8,softplus,1,10481422,0.8087431693989071,0.8243852459016391,0.8620218579234973,0.006261467129772199,0.8274134790528234,0.8403551912568306,0.8916211293260473,0.0070760924740362425,1.0,0.98,1.0,0.99,0.9336363636363636,0.99,0.9609090909090885,0.8530976430976218,0.9933333333333333,0.9204545454545454,0.8665151515151515,0.9802020202020202,0.9294747474747739,0.8890505050505488,0.9765353535353625,0.005282256262569982,0.0032258525059233796,0.009518696097162925
whobin,0.001,10,128,relu,25,5,adam,0,0,0,0,0.01,random,None,0.2,0.8,adversarial,1,10481412,0.8510928961748634,0.8539344262295078,0.8729508196721312,0.0023398572749734076,0.7855191256830601,0.7920446265938069,0.8319672131147541,0.004804159220892739,1.0,0.98,1.0,0.99,0.9515656565656565,1.0,0.9801346801346805,0.8593097643097469,0.9933333333333333,0.9416666666666667,0.8715025252525253,0.99,0.932444444444471,0.8818181818182218,0.9880000000000008,0.04944037431017498,0.03612609703573841,0.0705047209580853
